PROV1;싯카
PROV2575;이포
PROV2576;나투나
PROV2577;플레블랴
PROV2578;타크나
PROV2579;추크제도
PROV2580;스타라라도가
PROV2581;마타가
PROV2582;코토르
PROV2583;체티네
PROV2584;비엘스코
PROV2585;마탄앗사라
PROV2586;알아흐사
PROV2587;콜라
PROV2588;오네가
PROV2589;쇼이나
PROV2590;우골노예
PROV2591;홀스테인보르
PROV2592;웅가바
PROV2593;포트조지
PROV2594;피클
PROV2595;누나부트
PROV2596;포트레즐루션
PROV2597;포트버밀리온
PROV2598;포트라이어드
PROV2599;페어뱅크스
PROV2600;알타미라
PROV2601;샌디사막
PROV2602;로번
PROV2603;타나미
PROV2604;노먼턴
PROV2605;깁슨사막
PROV2606;잠빌
PROV2607;롭누르
PROV2608;하트갈
PROV2609;아라완
PROV2610;우랄스크
PROV2611;투르가이
PROV2612;악타시
PROV2613;니다
PROV2614;모르디야하
PROV2615;크라스노셀쿠프
PROV2616;틸리치키
PROV2617;사할린오울라
PROV2618;탈라야
PROV2619;아비
PROV2620;샤시르
PROV2621;스레드네콜림스크
PROV2622;마르코보
PROV2623;미드웨이
PROV2624;로안고
PROV2625;포트호프심슨
PROV2626;포트해리슨
PROV2627;포트치모
PROV2628;애터워피스컷
PROV2629;비튼강
PROV2630;코르도바
PROV2631;어널레이킷
PROV2632;아마살리크
PROV2633;오소라
PROV2634;라스베트
PROV2635;카리바
PROV2636;에게데스민데
PROV2637;노보마린스크
PROV2638;옴숙찬
PROV2639;수수만
PROV2640;지랸카
PROV2641;아얀
PROV2642;우스트네라
PROV2643;호누
PROV2644;올리예크민스크
PROV2645;칠치
PROV2646;아세시간
PROV2647;얀스크
PROV2648;야쿠츠크
PROV2649;지간스크
PROV2650;뉴르바
PROV2651;우단치니
PROV2652;쿨라르
PROV2653;사스킬라흐
PROV2654;하탄가
PROV2655;투라
PROV2656;타임바
PROV2657;스베틀로고르스크
PROV2658;헤타
PROV2659;나팔코보
PROV2660;베레예좁카
PROV2661;니즈네콜림스크
PROV2662;체르스키
PROV2663;카멘스코예
PROV2664;오요투니
PROV2665;초쿠르다흐
PROV2666;페베크
PROV2667;불룬
PROV2668;베르호얀스크
PROV2669;암가
PROV2670;틱시
PROV2671;질린다
PROV2672;포크롭스키
PROV2673;올레뇨크
PROV2674;예세이
PROV2675;예콘다
PROV2676;키렌스크
PROV2677;돗콘
PROV2678;불간
PROV2679;코브드
PROV2680;두딘카
PROV2681;키키아키
PROV2682;악사르카
PROV2683;박차르
PROV2684;야르살레
PROV2685;무지
PROV2686;이심
PROV2687;암데르마
PROV2688;인타
PROV2689;물다
PROV2690;베르흐니우팔레이
PROV2691;보르고보
PROV2692;코스티노
PROV2693;우차미
PROV2694;바나바라
PROV2695;무흐투야
PROV2696;알단
PROV2697;마그다가치
PROV2698;슬라브고로드
PROV2699;이즈마
PROV2700;우소고르스크
PROV2701;수린다
PROV2702;아랄스크
PROV2703;베네른
PROV2704;베테른
PROV2705;보트니아만
PROV2706;올란스해
PROV2707;핀란드만
PROV2708;서부 발트해
PROV2709;리가만
PROV2710;남부 발트해
PROV2711;외레순해협
PROV2712;카테가트해협
PROV2713;페이푸스호
PROV2714;라도가호
PROV2715;오네가호
PROV2716;백해
PROV2717;로포텐해
PROV2718;북부 노르웨이해
PROV2719;남부 노르웨이해
PROV2720;스카게라크해협
PROV2721;헬골란트만
PROV2722;네덜란드해안
PROV2723;도거뱅크
PROV2724;도버해협
PROV2725;영국해협
PROV2726;랜즈엔드곶
PROV2727;브르타뉴해안
PROV2728;키브롱만
PROV2729;아르장해안
PROV2730;비스케이만
PROV2731;칸타브리아해
PROV2732;타인
PROV2733;포스만
PROV2734;북해
PROV2735;머리만
PROV2736;노스해협
PROV2737;아일랜드해
PROV2738;세인트조지해협
PROV2739;도니골만
PROV2740;딩글만
PROV2741;켈트해
PROV2742;잉글랜드서안부근
PROV2743;피니스테레만
PROV2744;루시타니아해
PROV2745;카디스만
PROV2746;지브롤터해협
PROV2747;알메리아만
PROV2748;발렌시아만
PROV2749;리옹만
PROV2750;쥐르해안
PROV2751;리구리아해
PROV2752;마요르카만
PROV2753;서부 지중해
PROV2754;바르바리해안
PROV2755;봉곶
PROV2756;티레니아해
PROV2757;나폴리만
PROV2758;가베스만
PROV2759;몰타해협
PROV2760;메시나해협
PROV2761;베네치아만
PROV2762;아드리아해
PROV2763;오트란토해협
PROV2764;타란토만
PROV2765;이오니아해
PROV2766;시르테만
PROV2767;토부룩만
PROV2768;알렉산드리아만
PROV2769;팔레스타인해안
PROV2770;키프로스만
PROV2771;크레타해
PROV2772;에게해
PROV2773;마르마라해
PROV2774;바르나만
PROV2775;오데사만
PROV2776;아조프해
PROV2777;동부 흑해
PROV2778;벌러톤호
PROV2779;카스피해
PROV2780;아랄해
PROV2781;수에즈만
PROV2782;홍해
PROV2783;오복해협
PROV2784;바브엘만데브해협
PROV2785;무스카트해안
PROV2786;무스카치해안
PROV2787;호르무즈해협
PROV2788;페르시아만
PROV2789;인더스만
PROV2790;구자라트만
PROV2791;락샤드위프제도
PROV2792;말라바르해안
PROV2793;코모린곶
PROV2794;코로만델해안
PROV2795;오리사해안
PROV2796;갠지스삼각주
PROV2797;아키아브만
PROV2798;이라와디삼각주
PROV2799;안다만해
PROV2800;메르귀제도
PROV2801;말라카해협
PROV2802;니코바르
PROV2803;아체해안
PROV2804;수마트라해안
PROV2805;순다해협
PROV2806;자바해안
PROV2807;수라바야해안
PROV2808;롬복해협
PROV2809;티모르해
PROV2810;몰루카제도
PROV2811;자바해
PROV2812;마카사르해협
PROV2813;카리마타해협
PROV2814;조호르해협
PROV2815;말레이해
PROV2816;사라와크해안
PROV2817;메콩삼각주
PROV2818;시암만
PROV2819;깜자잉만
PROV2820;남중국해
PROV2821;브루나이해안
PROV2822;안남해안
PROV2823;통킹만
PROV2824;광저우만
PROV2825;타이완해협
PROV2826;장강삼각주
PROV2827;황해
PROV2828;발해만
PROV2829;대한해협
PROV2830;한국해
PROV2831;올가해안
PROV2832;타타르해협
PROV2833;아무르삼각주
PROV2834;야얀만
PROV2835;코멘스코이예만
PROV2836;캄차카해안
PROV2837;오호츠크해
PROV2838;사할린해안
PROV2839;소야해협
PROV2840;쓰가루해협
PROV2841;일본해
PROV2842;산리쿠해역
PROV2843;세토내해
PROV2844;도카이해
PROV2845;류큐제도
PROV2846;루손해협
PROV2847;서사군도
PROV2848;마닐라만
PROV2849;루손해안
PROV2850;레이테만
PROV2851;술루해
PROV2852;셀레베스해
PROV2853;테르나테해
PROV2854;반다해
PROV2855;필리핀해
PROV2856;팔라우
PROV2857;비아크만
PROV2858;빌리안해협
PROV2859;트로브리안드군도
PROV2860;토러스해협
PROV2861;아라푸라해
PROV2862;콜레폼만
PROV2863;카펀테리아만
PROV2864;그레이트배리어리프
PROV2865;캐프리콘만
PROV2866;하우곶
PROV2867;배스해협
PROV2868;캥거루
PROV2869;그레이트오스트레일리아만
PROV2870;루윈곶
PROV2871;샤크만
PROV2872;노스웨스트곶
PROV2873;킹사운드
PROV2874;태즈메이니아해
PROV2875;남부 태즈메이니아해
PROV2876;쿡해협
PROV2877;북부 태즈메이니아해
PROV2878;파월곶
PROV2879;뉴질랜드해안
PROV2880;캔터베리만
PROV2881;남극해
PROV2882;누벨칼레도니해
PROV2883;산호해
PROV2884;길버트해
PROV2885;솔로몬해
PROV2886;나우루제도
PROV2887;멜라네시아해
PROV2888;미크로네시아해
PROV2889;필리핀해구
PROV2890;필리핀해분
PROV2891;티니아해
PROV2892;이오지마해
PROV2893;다이헤이해
PROV2894;쿠릴열도
PROV2895;유카만
PROV2896;올주트만
PROV2897;아나다르만
PROV2898;예카테리나평원
PROV2899;아프리카의뿔
PROV2900;후추해안
PROV2901;잔지바르해협
PROV2902;모잠비크해협
PROV2903;디에고수아레스만
PROV2904;서부 아라비아해
PROV2905;동부 아라비아해
PROV2906;세이셸
PROV2907;토아마시나해안
PROV2908;마스카렌제도
PROV2909;잠베제만
PROV2910;나탈해안
PROV2911;트란스케이해안
PROV2912;시스케이해안
PROV2913;희망봉
PROV2914;나미비아해안
PROV2915;앙골라해안
PROV2916;콩고만
PROV2917;카메룬해안
REMOVE_PROV2918;나이지리아만
PROV2919;황금해안
PROV2920;상아해안
REMOVE_PROV2921;감비아해안
REMOVE_PROV2922;기니해안
PROV2923;모리타니해안
PROV2924;카나리아해
PROV2925;모로코해안
PROV2926;얀마옌해
PROV2927;스피츠베르겐해
PROV2928;아이슬란드해
PROV2929;셰틀렌트해협
PROV2930;아이슬란드해안
PROV2931;북동부 대서양
PROV2932;록콜
PROV2933;덴마크해협
PROV2934;동부 그린란드해
PROV2935;서부 그린란드해
PROV2936;래브라도해협
PROV2937;배핀만
PROV2938;허드슨해협
PROV2939;제임스만
PROV2940;서부 허드슨만
PROV2941;동부 허드슨만
PROV2942;폭스해분
PROV2943;세인트로렌스만
PROV2944;캐벗해협
PROV2945;펀디만
PROV2946;벨아일해협
PROV2947;포춘만
PROV2948;노트르담만
PROV2949;래브라도해
PROV2950;그린란드해
PROV2951;헤칼라해산
PROV2952;메사추세츠만
PROV2953;체서피크만
PROV2954;해터러스곶
PROV2955;캐롤라이나해안
PROV2956;플로리다해안
PROV2957;바하마해안
PROV2958;플로리다해협
PROV2959;애팔래치만
PROV2960;모빌만
PROV2961;겔베스턴만
PROV2962;탐피코만
PROV2963;유카탄해
PROV2964;멕시코만
PROV2965;유카탄해협
PROV2966;벨리즈만
PROV2967;모기해안
PROV2968;다리엔만
PROV2969;자메이카해협
PROV2970;중부 카리브해
PROV2971;북서부 카리브해
PROV2972;베네수엘라만
PROV2973;베네수엘라해
PROV2974;동부 카리브
PROV2975;윈드워드제도
PROV2976;소앤틸리스제도
PROV2977;터크스케이커스해
PROV2978;쿠바해안
PROV2979;히스파니올라해안
PROV2980;가이아나해안
PROV2981;아마파해안
PROV2982;아마존만
PROV2983;브라질해안
PROV2984;헤시피해안
PROV2985;페르남부쿠해안
PROV2986;토두스산투스만
PROV2987;리우데자네이루
PROV2988;바이아파랑구아
PROV2989;리오데라플라타
PROV2990;바이아블랑카
PROV2991;파타고니아해안
PROV2992;마젤란해협
PROV2993;남부 칠레해안
PROV2994;칠레해안
PROV2995;아타카마해안
PROV2996;안토파카스타해안
PROV2997;아레키파만
PROV2998;페루해안
PROV2999;과야킬만
PROV3000;에콰도르해안
PROV3001;파나마만
PROV3002;코스타리카만
PROV3003;아카풀코만
PROV3004;만사니야만
PROV3005;마사틀란만
PROV3006;캘리포니아만
PROV3007;바하해안
PROV3008;캘리포니아해안
PROV3009;산타카탈리나
PROV3010;오리건해안
PROV3011;컬럼비아해안
PROV3012;헤커티해협
PROV3013;알래스카만
PROV3014;알래스카해안
PROV3015;커스코윔만
PROV3016;해튼뱅크
PROV3017;동부 깁스단열
PROV3018;서부 깁스단열
PROV3019;이베리아대륙붕
PROV3020;아조레스해
PROV3021;코너해산
PROV3022;뉴잉글랜드해산
PROV3023;세이블섬뱅크
PROV3024;블레이크평원
PROV3025;서부 버뮤다해
PROV3026;동부 버뮤다해
PROV3027;카나리해류
PROV3028;북부 기아나해분
PROV3029;기아나해분
PROV3030;남부 기아나해분
PROV3031;카나리연안부근
PROV3032;카보베르데연안부근
PROV3033;크루저해산
PROV3034;바라쿠다단열대
PROV3035;동부 사르가소해
PROV3036;중부 사르가소해
PROV3037;로망슈해구
PROV3038;동부 기니해분
PROV3039;서부 기니해분
PROV3040;포클랜드해안
REMOVE_PROV3041;뉴조지아
PROV3042;코넷뱅크
PROV3043;베마해협
PROV3044;남부 브라질해분
PROV3045;사피올라해저평원
PROV3046;아르헨티나해분
PROV3047;포클랜드해저고원
PROV3048;동부 마젤란
PROV3049;페르난두지노로냐
PROV3050;북브라질해분
PROV3051;시에라리온해분
PROV3052;마르팅바스해령
PROV3053;서부 어센션해안
PROV3054;동부 어센션해안
PROV3055;월비스해령
PROV3056;플레인곶
PROV3057;고프
PROV3058;트리스탄다쿠냐해안
PROV3059;산마린해구
PROV3060;사우스샌드위치제도
PROV3061;이넉세서블
PROV3062;부베
PROV3063;폭풍의곶
PROV3064;벵골만
PROV3065;북부 벵골만
PROV3066;남부 벵골만
PROV3067;실론해
PROV3068;몰디브해안
PROV3069;말리쿠칸두
PROV3070;매딩리대륙붕
PROV3071;아라비아해분
PROV3072;후바두칸두
PROV3073;차고스제도
PROV3074;코코스해분
PROV3075;남부 수마트라해구
PROV3076;킬링해안
PROV3077;자바해구
PROV3078;프린스에드워드
PROV3079;델카노대륙붕
PROV3080;세인트마리곶
PROV3081;크로제제도
PROV3082;마스카렌해저평원
PROV3083;로드리게스
PROV3084;남서부 인도해분
PROV3085;케르겔랑제도
PROV3086;세인트폴
PROV3087;브로큰해령
PROV3088;남부 오스트리엘리아해분
PROV3089;에게리아단열대
PROV3090;아르고지대
PROV3091;퀴비에해분
PROV3092;왈라비해저고원
PROV3093;나인티이스트해령
PROV3094;로아대륙붕
PROV3095;페닝마이젠츠해산
PROV3096;와튼해분
PROV3097;북부 코코스해저고원
PROV3098;남부 코코스해저고원
PROV3099;암스테르담
PROV3100;메리셀레스트단열대
PROV3101;차드호
PROV3102;빅토리아호
PROV3103;탕가니카호
PROV3104;말라위호
PROV3105;굴든드레이크해산
PROV3106;발하슈호
PROV3107;바이칼호
PROV3108;둥팅호
PROV3109;티티카카호
PROV3110;니카라과호
PROV3111;세드나분지
PROV3112;온타리오호
PROV3113;에리호
PROV3114;휴런호
PROV3115;미시건호
PROV3116;슈피리어호
PROV3117;니피곤호
PROV3118;위니펙호
PROV3119;코르스키예프협곡
PROV3120;오르소바만
PROV3121;노바르스크해저평원
PROV3122;소르브스키야해저평원
PROV3123;야마라협곡
PROV3124;북서부 태평양해분
PROV3125;세브란스여울
PROV3126;미나미토리해안
PROV3127;마리아나제도해안
PROV3128;메이스데일해저평원
PROV3129;이자모해분
PROV3130;북부 베링해
PROV3131;남부 베링해
PROV3132;서부 알류샨열도
PROV3133;프리빌로프제도
PROV3134;동부 알류샨열도
PROV3135;우미악고개
PROV3136;서부 알류샨해
PROV3137;베이커해산
PROV3138;알래스카해저평원
PROV3139;동부 알류샨해
PROV3140;익스플로러해구
PROV3141;문리스해산
PROV3142;치누크해분
PROV3143;울치해분
PROV3144;진구해분
PROV3145;치누크해곡
PROV3146;스탠리해산
PROV3147;멘도시노단층애
PROV3148;캘리포니아해산
PROV3149;머리단열대
PROV3150;하와이해안
PROV3151;아르고해산
PROV3152;뮤지션스해산
PROV3153;미드웨이제도해안
PROV3154;케플러평원
PROV3155;갈루아평원
PROV3156;오고먼대륙붕
PROV3157;갈라파고스제도해안
PROV3158;라피라해저평원
PROV3159;쿡제도해안
PROV3160;클리퍼턴
PROV3161;헨더슨해산
PROV3162;마데이에라해령
PROV3163;바우어해분
PROV3164;북동부 태평양해분
PROV3165;디스커버러해산
PROV3166;타사불루해저평원
PROV3167;하와이만곡
PROV3168;래드퍼드해분
PROV3169;북부 라인제도
PROV3170;소시에테제도해안
PROV3171;페루해분
PROV3172;유판키해분
PROV3173;세브란스해저평원
PROV3174;알타미라평원
PROV3175;남부 라인제도
PROV3176;중부 태평양해분
PROV3177;사모아해안
PROV3178;존스턴환초
PROV3179;통가해안
PROV3180;마르케사스해안
PROV3181;레절루션해저평원
PROV3182;투아모투해안
PROV3183;티투스해령
PROV3184;채텀제도
PROV3185;남부 태평양해분
PROV3186;루드비코협곡
PROV3187;핏케언해안
PROV3188;로헤베인해분
PROV3189;메나드단열대
PROV3190;라파누이섬해안
PROV3191;엘리스군도해안
PROV3192;뉴칼레도니아해분
PROV3193;후안페르난데스제도
PROV3194;셀커크해팽
PROV3195;카라세프해저평원
PROV3196;팀킨해저평원
PROV3197;사이러스암초
PROV3198;훔볼트해저평원
PROV3199;발디비아해저평원
PROV3200;사우스조지아해안
PROV3201;아르헨티나분지
PROV3202;사피올라해산
PROV3203;서부 세인트헬레나해안
PROV3204;무어단열대
PROV3205;서부 데메라라해저평원
PROV3206;동부 데메라라해저평원
PROV3207;카보베르데해분
PROV3208;네어스해저평원
PROV3209;바하마해분
PROV3210;서부 사르가소해
PROV3211;버뮤다연안부근
PROV3212;실론해저평원
PROV3213;순다해구
PROV3214;북부 수마트라해구
PROV3215;인도중앙해분
PROV3216;피지해분
PROV3217;솔러스해저평원
PROV3218;피사로고개
PROV3219;피지해안
PROV3220;노퍽섬해안
PROV3221;길버트제도해안
PROV3222;마이누암초
PROV3223;투세이뱅크
PROV3224;타나호
PROV3225;그레이트솔트호
PROV3226;남부 오스트레일리아평원
PROV3227;그레이트슬레이브호
PROV3228;아사바스카호
PROV3229;레인디어호
PROV3230;오비만
PROV3231;반호
PROV3232;우르미아호
PROV3233;이식쿨호
PROV3234;칭하이호
PROV3235;포양호
PROV3236;루돌프호
PROV3237;좀해저평원
PROV3238;음웨루호
PROV3239;챔플레인호
PROV3240;포포호
PROV3241;북극해
PROV3242;모리해양운하
PROV3243;남서부 태평양해분
PROV3244;잘루이트통로
PROV3245;마르코프해저평원
PROV3246;얀마옌
