ui_element_name;Name: ?Y$x$?!
alice_budget_scaled_6;Navy maintanance: ?R$value$
alice_budget_scaled_7;Construction: ?R$value$
alice_budget_scaled_8;Education: ?R$value$
alice_budget_scaled_9;Administration: ?R$value$
alice_budget_scaled_10;Social spending: ?R$value$
alice_budget_scaled_11;Military spending: ?R$value$
alice_budget_scaled_12;Domestic investments: ?R$value$
alice_budget_scaled_13;Overseas spending: ?R$value$
alice_budget_scaled_14;Stockpile filling: ?R$value$
alice_budget_scaled_15;Subsidies: ?R$value$
WARSUBSIDIES_BUTTON;Subsidies
CANCEL_WARSUBSIDIES_BUTTON;Cancel Subsidies;
CANCEL_WARSUBSIDIES_THEY_ACCEPT_LOG;We stopped giving subsidies to $RECIPIENT$;
CANCEL_WARSUBSIDIES_WE_ACCEPT_LOG;$ACTOR$ stopped giving subsidies to us;
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_LOG;$ACTOR$ stopped giving subsidies to $RECIPIENT$;
CANCEL_WARSUBSIDIES_DESC;Cancel monetary help to this country;
CANCEL_WARSUBSIDIES_BUTTON;Cancel Subsidies;
production_refit_factory_tooltip_1;Refit ?Y$what$?! to a different production line
production_refit_factory_tooltip_2;Refit ?Y$what$?! into ?Y$name$?!
production_refit_factory_tooltip_3;Ruling party allows building factories
production_refit_factory_tooltip_4;Old and new types have the same inputs or the same outputs
factory_refit_cost;$what$: ?Y$val$?! (?Y$value$?!)
factory_refit_cost_total;Total: ?Y$value$?!
alice_budget_scaled_16;Diplomatic interest: ?G$value$
alice_budget_scaled_17;Gold production: ?G$value$
alice_budget_scaled_net;Net revenue: ?Y$value$
alice_budget_setting_percent;Set at $perc$.
alice_spending_land_construction;Land construction in $name$: ?R$cost$?W
alice_spending_naval_construction;Naval construction in $name$: ?R$cost$?W
alice_spending_building_construction;Building construction in $name$: ?R$cost$?W
alice_spending_factory_construction;Factory construction in $name$: ?R$cost$?W
alice_spending_unit;Total spent on this unit in $name$: ?R$cost$?W
alice_spending_unit_1;Total spent on this unit: ?R$cost$?W
alice_spending_total;?YTotal spent:?W
alice_spending_commodity;?R$cost$?W - Needs $need$ of $name$ ($val$)
alice_spending_commodity_2;?R$cost$?W - Buying $need$ of $name$ (at $val$ x unit). Progress: $x$/$y$
alice_recommended_build;?GThis factory is recommended to be built?W
alice_factory_bonus;We will receive a ?Y$x$?W bonus if:
alice_factory_inputs;Inputs required:
alice_construction_cost;Construction cost:
alice_building_modifier;Building gives the following effect:
alice_new_building_modifier;Building will give the following effect:
alice_building_level;Building Level: ?Y$val$?W
alice_building_conditions;To build, the following must be true:
alice_factory_construction_explain_3;Purchased goods worth: ?Y$x$?W
alice_factory_construction_explain_4;Total estimated price: ?Y$x$?W
alice_factory_construction_explain_5;Progress: ?Y$x$?W
alice_factory_input_item;?R$cost$?W - Needs $need$ of $name$ ($val$)
alice_factory_base_workforce;Base workforce ?Y$x$?W
alice_factory_total_bonus;This sums to about ?Y$x$?W
alice_slider_controls;?YLeft-Click?W to increment by ?Y$value$?W\n?YSHIFT-Left-Click?W to increment by ?Y$x$?W\n?YSHIFT-Right-Click?W to increment to maximum
alice_slider_controls_2;?YLeft-Click?W to decrement by ?Y$value$?W\n?YSHIFT-Left-Click?W to decrement by ?Y$x$?W\n?YSHIFT-Right-Click?W to decrement to minimum
explain_colonial_points;Secondary and Great Powers accumulate colonial points.
alice_lobby_back;Back to lobby
alice_lobby_back_tt_1;You're already in the fucking lobby
alice_lobby_back_tt_2;Only the host may go back to lobby
alice_lobby_back_player_loading;You may not go back to the lobby while players are loading
reopen_with_tab;You can reopen this window with ?YTAB?W
alice_topbar_tab_1;Open or close this tab
alice_topbar_tab_2;Open or close the population tab
colonial_points_from_technology;From technologies:
colonial_points_from_naval_bases;From naval bases:
colonial_points_from_ships;From ships:
used_colonial_maintenance;Maintaining existing colonies:
topbar_pause_speed;Pauses the game, click again to unpause
att_call_will_accept;$x$ will join your war
att_call_will_decline;$x$ will not join your war
att_call_is_human;$x$ may join your war
att_call_no_allies;You don't have any allies!
domestic_investment_label;Domestic investment:
modifier_min_domestic_investment;Min domestic investment rate
modifier_max_domestic_investment;Max domestic investment rate
mouse_left_click_mode_label;Click hold release
alice_supply_limit_desc;Supply limit: $x$
alice_factory_worker_1;Employed: ?G$x$?W
alice_factory_worker_2;Unemployed: ?R$x$?W
alice_rgo_unemployment_country_alert;The following states have unemployed RGOs:
pop_promote_info_on_sel_2;$val$ expected change of $who$ in $where$ over the next month.
alice_readme;?GWelcome to Project Alice!?W\nProject Alice is an emulation (not a simulator!) of your favourite victorian-era video game, in other words, we tweak some mechanics to make it more easier to understand for newer players, while also making the world more dynamic and entertaining, fixing old bugs (such as with crises) and implementing new quality of life features.\n?GNew features!?W\n?YGlobe?W: ?GLoved?W by many, ?Rhated?W by some, turn it off if it bothers you!\n?YTech queue:?W SHIFT-Right click to add technologies to the tech queue! (Right click to unqueue)\n?YDomestic investment:?W Instead of investing on individual projects, do it in one go\n?YPerformance:?W The ticks per second (not FPS) are atleast, x10 times faster\n?YLinter:?W Get coverage errors and warnings in your mods, catch bugs and typos easily\n?YMacro builder:?W Build units with varying compositions using our macro builder\n?Y11 new mapmodes:?W Religion, fort, employment, etc\n?YBuild in entire country:?W SHIFT Right-click to build in the entire country!\n?GControls:?W\n?YTAB?W: Open chat window\n?YESC?W: Open main menu and settings menu\n?YTilde (`)?W or ?YTilde (~)?W: Open console\n?GEnjoy the game! =^w^=?W
alice_nf_controls;?YLeft-click?W to select or replace\n?YRight-click?W to remove
unit_controls_tooltip_1;?YLeft-click?W select (deselecting everything else)\n?YSHIFT-Left-click?W add to selection
unit_controls_tooltip_2;?YRight-click on a province?W partial retreat (?Gcycling/rotation?W) to province
unit_control_group_tooltip;Press ?YCTRL-1?W thru ?YCTRL-9?W to assign/unassign this unit to a control group, which you can then press ?Y1?W thru ?Y9?W to select
console_button_tooltip;Open the command console
demobilize;Demobilize
mobilize;Mobilize
alice_cb_creation_detail_none;Please select a casus belli to start fabricating against $country$.
alice_cb_creation_detail;We will fabricate a casus belli against $country$ with the reason of ?Y$type$?W. This process will take roughly about ?Y$days$ days?W, and being discovered will give us up to ?R$badboy$?W infamy.
alice_cb_creation_detail_state;We will fabricate a casus belli against $country$ ($state$ state) with the reason of ?Y$type$?W. This process will take roughly about ?Y$days$ days?W, and being discovered will give us up to ?R$badboy$?W infamy.
alice_mob_controls;?YRight-click?! to remobilize
alice_mw_create_1;Add general
alice_mw_create_2;Add admiral
alice_mw_create_lpb;?YLeadership points?W will automatically be used to create generals or admirals when hitting the cap
alice_mw_create_lp;We need ?R$x$?W ?Yleadership points?W to add
alice_mw_controls_1;?YRight-click?W create ?Gall?W possible as generals
alice_mw_controls_2;?YRight-click?W create ?Gall?W possible as admirals
alice_daily_leadership_tt;$poptype$ provide ?G$value$?W leadership points (?Y$fraction$?W of the population, ?Y$optimal$?W is optimal). Extra leadership points will automatically be spent on creating new generals.
unit_current_supply;This unit received ?Y$val$%?W of the supplies needed in the last day.\nThe amount we could get of our current supply consumption was:
unit_current_supply_high;$what$: ?Y$val$?W/?Y$value$?! ?l(?W?G$total$%?W?l demand satisfaction)
unit_current_supply_mid;$what$: ?Y$val$?!/?Y$value$?! ?l(?O$total$%?W?l demand satisfaction)
unit_current_supply_low;$what$: ?Y$val$?!/?Y$value$?! ?l(?R$total$%?W?l demand satisfaction)
alice_crisis_inactive;No current active crisis
alice_crisis_finding_attacker;Finding an attacker for the current crisis
alice_crisis_finding_defender;Finding a defender for the current crisis
alice_crisis_heating_up;Crisis is heating up in temperature, currently at ?R$temperature$?W
alice_last_crisis;Last crisis ocurred in $date$ (there is a $time$ month cooldown between crises)
alice_crisis_par_1;?RAttackers?W:
alice_crisis_par_2;?BDefenders?W:
alice_crisis_par_3;?YMerely interested (no side)?W:
alice_commodity_cprice;Current price: $x$
alice_commodity_cost;Cost: $x$
alice_commodity_eprice;Effective price: $x$
alice_trade_top_producers;Top ?Y$value$?W producers:
alice_trade_no_producers;?RNobody is producing this commodity?W
alice_political_party_trigger;Only available from ?Y$date_long_0$?W to ?Y$date_long_1$?W, and satisfying the following trigger:
alice_political_party_no_trigger;Only available from ?Y$date_long_0$?W to ?Y$date_long_1$?W
alice_ai_decision;AI's chance of choosing this decision will depend on:
alice_mobilized_is_ai_controlled;Whetever mobilized units will automatically become AI controlled
alice_ai_controlled_unit;Enable/Disable AI control of this unit, the unit will:\n- Automatically reinforce frontlines\n- Automatically siege when it's safe to do so\n- Hunt rebels\n- Form a defensive position against nations we're likely to attack (this is at the AI's discretion, and only at peace time)\nIf you want to make this unit target a specific nation or region, first move it close to that region or nation, then turn on AI control - because the AI will override all of your commands until you turn it off again
alice_navy_allocation_tt;With ?Y$curr$?W ships, we accumulate a total supply throughput of ?Y$tot$?W, requiring ?Y$req$?W for our fleets. A detailed summary of the consumption of each naval fleet:
alice_navy_allocation_2;$name$: ?Y$value$?W (?Y$perc$?W)
alice_wg_condition_1;Does not have status quo as a defender
alice_wg_condition_2;Is in a war with us
alice_wg_condition_3;Unique wargoal (isn't a duplicate of another wargoal)
alice_wg_condition_4;Not on the same side as us
alice_wg_condition_5;Satisfies triggers for wargoal
alice_wg_condition_6;Enough jingoism (needs $need$, has $value$)
alice_wg_condition_7;Is constructable wargoal
alice_tt_wg_infamy_limit;?RThis wargoal will exceed the infamy limit?W
alice_wg_usage_trigger;Can only use if the following trigger is satisfied:
province_id;Alice Province ID
provid;Content Province ID
state;State Instance
state_id;State Instance ID
state_definition;State Definition
state_definition_id;State Definition ID
nation_tag;Nation tag
nation_id;Alice Nation ID
province_colonisation_temperature;State colonization temperature: ?R$val$?W
alice_rgo_trade_prod_1;RGO Farming Production: $x$ ($y$)
alice_rgo_trade_prod_2;RGO Mining Production: $x$ ($y$)
alice_rgo_trade_prod_3;RGO Minting Production: $x$ ($y$)
alice_artisan_trade_prod;Artisan Production: $x$ ($y$)
alice_factory_trade_prod;Factory Production: $x$ ($y$)
alice_all_trade_prod;Total Production: $x$
alice_interested_in_alliance;(Only applies to AI nations) Mark that we're interested in an alliance with this country, and will immediately accept alliance offers
alice_merge_rally_point_why;Merge rally points are deprecated, rally points will now automatically merge
alice_mvcap_1;Moves the capital to this province
alice_mvcap_2;No ongoing crisis
alice_mvcap_3;At peace
alice_mvcap_4;Not the capital already
alice_mvcap_5;Not colonial
alice_mvcap_6;On the same continent as current capital
alice_mvcap_7;Dominant accepted culture
alice_mvcap_8;This province is not being sieged
alice_mvcap_9;The current capital not being sieged
alice_mvcap_10;Is owned by you
alice_mvcap_11;Is controlled by you
alice_mvcap_12;Is owner core
alice_take_province_1;Takes target province from the subject
alice_take_province_2;This will give ?R$val$ years of nationalism?W to population of the state
alice_take_province_3;This will give ?R$val$ militancy?W to population of the subject
alice_take_province_4;This will give ?R$val$ militancy?W to population of other subjects
alice_take_province_5;Is subject of player nation
alice_take_province_6;Subject is not at war
alice_take_province_7;Is controlled by subject
alice_pnt_pops;?YPopulation:?! $x$
alice_pnt_rpops;?YRich strata:?! $x$ ($y$)
alice_pnt_mpops;?YMiddle strata:?! $x$ ($y$)
alice_pnt_ppops;?YPoor strata:?! $x$ ($y$)
alice_pnt_culture;?YCulture:?! $x$
alice_pnt_religion;?YReligion:?! $x$
alice_pnt_dominant_religion;?YDominant religion:?! $x$
alice_pnt_dominant_ideology;?YDominant Ideology:?! $x$
ledger_ppp_gdp;GDP(PPP)
ledger_ppp_gdp_per_capita;GDP(PPP) per 1m people
ledger_inflation_adjusted_gdp;GDP(inflation-adjusted)
ledger_inflation_adjusted_gdp_per_capita;GDP(inflation-adjusted) per 1m people
ledger_standard_of_living;Standard of Living
alice_ledger_header_gdp_history;GDP(inflation-adjusted) over time
alice_countryalert_colonialgood_start;You can colonize $region$
alice_overseas_mil_description;Overseas militancy
alice_armygroup_go_to_selection;Add/remove units
alice_battleplanner_travel_destination_order;Toggle ferry target
alice_battleplanner_travel_origin_order;Toggle ferry origin
alice_battleplanner_defend_order;Toggle defence status
alice_battleplanner_enforce_control_order;Toggle siege
alice_exit_battleplanner_deselection;Exit deselection mode
alice_exit_battleplanner_selection;Exit selection mode
alice_exit_battleplanner;Exit battle planner
alice_battleplanner_add_selected;Add selected
alice_battleplanner_remove_selected;Remove selected
alice_battleplanner_new_army_group;Create army group
alice_battleplanner_delete_army_group;Delete army group
fab_explain_8;Doesn't have a truce
alice_reform_support_header;Political support for this reform (a total of 50% or greater is required to choose the reform)
alice_no_current_support;Currently there is no political support for this reform
alice_unciv_reform_cost;Reform cost: $x$
trade_global_data;World
trade_nation_data;Domestic
trade_good_stats_global;Nations
trade_good_stats_markets;Markets
trade_good_name_header;Trade good
per_nation;Per nation
price;Price
labour_price;Wage
labour_price_10k;Wage(10k people)
supply;Supply
demand;Demand
supply_demand_ratio;Supply-demand ratio
balance;Balance
market_stockpiles;In stock
national_stockpile;Government Stockpile
government_need;Government procurement
factory_need;Factory inputs
pop_need;Population needs
rgo_production;RGO output
artisan_production;Artisans output
factory_production;Factories output
artisan_distribution;Artisans priorities
produced_nation;Production
consumed_nation;Consumption
nation_name;Nation
demanded_nation;Demand
method_name;Name
method_input;Inputs cost
method_output;Outputs cost
method_profit;Profit (expected)
method_margin;Margin
method_cost;Build cost
method_payback;Payback time
change_pname_to;Change $x$ party name to $text$
change_rpname_to;Change ruling party name to $text$
change_pposition_to;Change $x$ party position to $text$
change_rpposition_to;Change ruling party position to $text$
change_factory_limit_by;Change $good$ resource potential by $value$
pname_is;$x$ party name
rpname_is;ruling party name
pposition_is;$x$ party position
rpposition_is;ruling party position
topbar_budget_warning;You were unable to fully afford yesterday's target budget spending
provinceview_goodsprofit;With Profit of: ?Y$value$
provinceview_max_employment;Potential max employment: ?Y$value$
province_rgo_efficiency_inputs;Efficiency inputs:
province_rgo_efficiency_input;?Y$good$?W : ?Y$value$
rgo_output;Output
rgo_profit;Total
rgo_expected_profit;Actual
rgo_desired_profit;Min
rgo_employment;Actual
rgo_max_employment;Max
rgo_saturation;%
rgo_details_header;RGO details
rgo_employment_header;Employment
rgo_profits_header;Profits
route_origin;Origin
route_target;Target
price_origin;Origin price
price_target;Target price
trade_distance;Distance
volume;Volume
actual_volume;Actual Volume
max_throughput;Max volume
trade_margin;Profit%
used_throughput_tooltip;Volume used by all routes in the province: ?Y$val$W
max_throughput_tooltip;Max volume for routes in the province: ?Y$val$W
tariff_rate_origin;Seller effective tariff rate: ?Y$val$
tariff_rate_target;Buyer effective tariff rate: ?Y$val$
tariff_paid_origin;Tariffs paid at Seller: ?Y$val$
tariff_paid_target;Tariffs paid at Buyer: ?Y$val$
transport_cost_total;Total transportation costs: ?Y$val$
transport_cost_per_unit;Transportation costs per unit: ?Y$val$
transportaion_loss;Goods lost in transportation: ?Y$val$
payment_per_unit;Buyer paid per unit: ?Y$val$
payment_received_per_unit;Seller got per unit: ?Y$val$
merchants_received_per_unit;Seller merchants profit per unit: ?Y$val$
trade_route_volume_profit_score;Profit score: ?Y$val$?W (Profit ?Y$x$?W divided by import price ?Y$y$?W)
trade_route_volume_base_change;Base expected change: ?Y$val$?W (Current volume ?Y$x$?W times profit score)
trade_route_volume_expansion_multiplier;Expansion multiplier: ?Y$val$?W (Depends on actual access to commodity in exporting market)
trade_route_volume_decay;Decay: ?Y$val$?W (Prevents trade volume from running too far away)
trade_route_volume_final_change;Expected change: ?Y$val$
trade_centre_trade_volume;Trade volume: ?Y$val$
trade_centre_trade_value;Trade value: ?Y$val$
trade_centre_imports_volume;Imports volume: ?Y$val$
trade_centre_imports_value;Imports value: ?Y$val$
trade_centre_exports_volume;Exports volume: ?Y$val$
trade_centre_exports_value;Exports value: ?Y$val$
trade_centre_trade_routes_profit;Profit from trade routes: ?Y$val$
trade_centre_money;Money stockpile: ?Y$val$
investment_pool;Investment pool: ?Y$x$?W
investment_pool_income_1;Population reinvestment: ?G$x$?W
investment_pool_income_2;Transfer from subject $country$: ?G$x$?W
investment_pool_income_3;Government domestic investment: ?G$x$?W
investment_pool_spending_1;"Incentives" spending: ?R$x$?W
investment_pool_spending_2;Construction spending: ?R$x$?W
investment_pool_spending_3;Transfer to subjects: ?R$x$?W
DIPLO_RUN_CONFERENCE;Run a conference
unit_reinforcement_needs;Goods for reinforcement:
unit_supply_needs;Daily supply:
unit_upgrade_button;Change unit type
subjectpayments_income;Subject Payments Received: ?G$VAL$?W
subjectpayments_income_row;?G$VAL$?W from ?Y$country$?W
subjectpayments_expense;Subject Payments Paid: ?R$VAL$?W
alice_unit_builder_apply_button;Build in selected province
unit_macro_template_tooltip;Unit macro builder template
alice_factory_type_viewer_priority;Research priority
alice_factory_type_viewer_priority_national;National research priority:
alice_factory_type_viewer_priority_private;Private research priority:
alice_factory_type_viewer_priority_bonus;Inputs multiplier:
alice_commodity_tab;Commodities
alice_factory_type_tab;Factory types
alice_player_date_sync;Player $name$ ($country$), last command: $date$
alice_only_host_speed;Only host can change speed
alice_host_date;Host date: $date$
alice_budget_gold;Gold Mines
alice_budget_construction;Construction
alice_budget_army_upkeep;Army Upkeep
alice_budget_navy_upkeep;Navy Upkeep
alice_budget_domestic_investment;Public Works
alice_budget_debt_service;Debt Service
alice_budget_diplo_income;Diplomatic
alice_budget_diplo_expenses;Diplomatic
alice_budget_taxes;Taxes
alice_budget_indemnities;War Indemnities
alice_budget_subjects;Income from Subjects
alice_budget_item;Item
alice_budget_amount;Amount
alice_budget_minimum_button;Set value to minimum
alice_budget_maximum_button;Set value to maximum
alice_budget_decrease_button;Decrease setting by 10 (hold shift for fine control)
alice_budget_increase_button;Increase setting by 10 (hold shift for fine control)
alice_budget_max;Max $x$
alice_budget_min;Min $x$
alice_budget_overlord;Taxes to overlord
alice_budget_expand_tt;Show detailed breakdown
alice_budget_contract_tt;Hide detailed breakdown
alice_budget_admin_eff1;Admin.
alice_budget_admin_eff2;Efficiency:
alice_budget_chart_top;100%
alice_budget_chart_bottom;0%
alice_budget_chart_label;Welfare
alice_budget_chart_laxis;Pop.
alice_budget_chart_baxis;Satisfaction
alice_budget_debt;Debt
alice_budget_total_debt;Total:
alice_budget_max_debt;Maximum:
alice_budget_debt_enable;Enable
alice_budget_tariffs_import;Import Duties
alice_budget_tariffs_export;Export Duties
alice_budget_overseas_maintanance;Colonial
alice_budget_social_spending;Benefits
tb_suppression_points;Suppression points:
aristocrat_reinvestment;Aristocrats reinvestment rate
capitalist_reinvestment;Capitalists reinvestment rate
middle_class_reinvestment;Middle class reinvestment rate
farmers_reinvestment;Farmers reinvestment rate
aristocrat_savings;Aristocrats saving rate
capitalist_savings;Capitalists saving rate
middle_class_savings;Middle class saving rate
farmers_savings;Farmers saving rate
disallow_naval_trade;Ban naval trade
disallow_land_trade;Ban land trade
alice_filter_all;All
alice_filter_none;None
alice_filter_noncolonial;Non Colonial
alice_filter_colonial;Colonial
alice_open_filters;Open Filters
alice_reset_filters;Reset Filters
alice_only_show_pops;Only Pops
alice_job_filter_header;Type
alice_culture_filter_header;Culture
alice_religion_filter_header;Religion
alice_location_filter_header;Location
alice_pop_show_details;Individual Details
alice_demographics_window_header;Demographics
alice_demographics_size_header;Size
alice_demographics_job_header;Type
alice_demographics_religion_header;Religion
alice_demographics_location_header;Location
alice_demographics_employment_header;Employment
alice_demographics_needs_header;Needs
alice_demographics_rebel_header;Rebel allegiance
alice_pop_details_title;Pop Details
alice_pop_details_location;Location
alice_pop_details_job;Type:
alice_pop_details_mil;Militancy:
alice_pop_details_con;Consciousness:
alice_pop_details_lit;Literacy:
alice_pop_details_religion;Religion:
alice_pop_details_culture;Culture:
alice_pop_details_employment;Employment:
alice_pop_details_income;Net Income:
alice_pop_details_growth;Growth:
alice_pop_details_assim;Assimilation:
alice_pop_details_ln;Life Needs
alice_pop_details_en;Everyday Needs
alice_pop_details_lx;Luxury Needs
alice_pop_details_need_name_h;Name
alice_pop_details_need_amount_h;Qty
alice_pop_details_need_cost_h;Price
alice_pop_details_dest_h;Destination
alice_pop_details_table_weight_h;Weight
alice_pop_details_table_item_h;Item
alice_pop_details_prom;Promotion
alice_pop_details_dem;Demotion
alice_pop_details_amount;Amount:
alice_pop_details_ideo;Ideologies
alice_pop_details_iss;Issues
alice_pop_details_emm;Emigration
alice_pop_details_mig;Migration
alice_pop_details_i_amount;Internal amount:
alice_pop_details_c_amount;Colonial amount:
pop_emigration_attraction_1;Emigration attraction is the product of:
pop_emigration_attraction_2;The national modifier to immigrant attraction: $x$
pop_emigration_attraction_3;And the migration target factor: $x$
pop_migration_attraction_1;Migration attraction is the product of:
pop_migration_attraction_2;The provincial modifier to immigrant attraction: $x$
pop_migration_attraction_3;The migration target factor: $x$
pop_migration_attraction_wage_ratio;And the wage difference multipler: $x$
pop_migration_attraction_bureaucracy;Bureaucracy base attraction: $x$
alice_toggle_administration;Establish or abolish local administration. Administrations outside your control will not work. Consult administrative map mode to check existing administrations.
administration_tile;Local administration
market_tile;Local market
rgo_tile_header;Natural source of ?Y$good$?W
alice_unit_target;===> $x$
alice_lobby_resync;Resync lobby
alice_lobby_resync_players_loading;Cannot resync when players are loading
alice_lobby_resync_no_oos;No one is OOS
alice_lobby_resync_not_host;Only the host may resync
alice_host_has_resync;Host has resynced the lobby
alice_naval_coordination_penalty;The $x$ are receiving a naval coordination penalty of ?R$y$?W from outnumbering their enemy, which reduces their target selection by ?R$val$?W
alice_naval_coordination_bonus;The $x$ are receiving a naval coordination bonus of ?G$y$?W from being outnumbered, which increases their target selection by ?G$val$?W
alice_naval_stacking_penalty;The $x$ are receiving a damage multiplier of ?R$y$?W from stacking penalties.
alice_observer_btn_text;Play as observer
alice_observer_already_observer_tooltip;You are already on the observer tag.
alice_labor_no_education;Unskilled
alice_labor_basic_education;Skilled
alice_labor_high_education;Expert
alice_labor_guild;Guilds
alice_labor_high_education_and_accepted;Expert(accepted)
alice_invalid_value;Invalid value
alice_wages_tab;Wages
alice_trade_volume_tab;Trade volume
economy_scene_embargo;Embargo!
embargo_reason_war;War
embargo_reason_origin_embargo;Origin declared embargo
embargo_reason_origin_join_embargo;Origin joined embargo
embargo_reason_target_embargo;Target declared embargo
embargo_reason_target_join_embargo;Target joined embargo
alice_production_name_sort_tip_province;?YLeft Click?W to sort by province names
alice_production_name_sort_tip_state;?YShift-Left Click?W to sort by state names
alice_sort_pops;Sort Pops
alice_sort_states;Sort States
alice_topbar_avg_literacy_in_states;The average ?Yliteracy?W of our non-colonial population is ?Y$x$?W
open_economy_scene;Open economy viewer
alice_ship_in_supply_range;?GShip in supply range?W, closest port: ?O$x$?W
alice_ship_not_in_supply_range;?RShip outside supply range?W, closest port: ?O$x$?W
alice_supply_range_distance;Using ?O$x$?W/?O$y$?W distance to the nearest port
alice_supply_range_friendly_port;?GAdjacent to friendly port?W
alice_supply_range_deep_waters;?RIn deep waters?W
alice_ship_supply_range_unreachable;?RNavy unreachable by any port?W
modifier_min_land_upkeep;Minimum Land Upkeep;
alice_naval_noretreat;In order to be able to retreat, all alive ships must be on average ?O$x$?W closer to the center
alice_str_name;Strength:?O$val$?W
alice_naval_retreat_condition_1;Ships are close enough to the center
alice_naval_retreat_condition_2;Not already retreating
alice_naval_retreat_condition_3;Access to an available port
alice_navalattackitem_4;An enemy fleet consisting of ships from $DEFENDER$ will be destroyed by us.
alice_attackthem_4;We are attacking forces of $DEFENDER$ and attempting to dislodge their defences.
alice_attackus_4;Hostile forces from $ATTACKER$ have engaged us.
alice_truce_with_explain;?Y$WAR$?W: Have truce with ?Y$NATION$?W. Truce lasts until $DATE$
alice_declarewar_truce_with_explain;?Y$NATION$?W: Have truce with ?Y$TARGET$?W. Truce lasts until $DATE$
alice_command_units_condition_1;?Y$NATION$?W is our subject
alice_command_units_condition_2;Both you and the target is at war
alice_command_units_condition_3;Target is not a player
free_trade_di;Free trade agreement
free_trade_offer;$actor$ is offering a free trade agreement, allowing us to trade tariff-free for $years$ years
